message,label,followers_count
Off out to doctors appointment. ,1,233
NASA lost RAW footage from the Apollo 11 mission?  http://www.wired.com/wired/archive/15.01/nasa.html,1,2143
winter is slowly creeping into Cape Town  not looking forward to it...,1,80
"@cheekybeer Document Management Systems always a good idea, although rarely seems to happen in practice ",1,168
"i hate this time, i am super bored but everyone is sleeping ",0,2094
About to ge ready for work as i have a 9 hour shift ahead of me  x,1,1327
"@greyhoundgal omg front page! i'd be so excited, congratulations. sorry about torres hurting his paw tho  is that your dog?",1,42
I'm so tired for no reason (other than going to bed late and sleeping in lately)... it makes me angry... ,1,78
@Denpasar good luck!!! look forward to the update. run not an option in this wind seriously!!!! blowing a real gale ,1,431
LAST DAY AT LSHS TOMORROW ,1,257
Can't smell Tyson any more ... ,1,2688
wishes twitter had a translator!! Twitter just hasn't caught on in the southern hemisphere yet!! They'll get there aventually I guess! ,1,74
"@ChristinaStokes Is SH working for you? For me, It says that the website is down? ",1,271
alone at the office ,1,1383
@J_xox ohh i hope so  not stopin till i get a reply! lol i wunder if Marvs read all the VS lyrics haha i can imagine his nxt blog about it,1,800
@kleinjinx it seems like my in-laws are coming over easter. we will have to meet another time. ,1,933
My camera spoil ,1,668
sooo not motivated to do work ,1,1524
 It still wont let me log in I know my user's thier cos anth sent me a friend request,1,58
"is still waiting for a dispatch, and just got up about an hour ago, after sleeping 4 hours. Guess I'll go back to bed ",1,7474
Going to sleep have a busy day going to meetings and stuff - miss my girl shes in switzerland ,1,89
@marthagoneMAD  agreed. I wish it could just be pure and easy fun.,1,158
"urgh. my head hurts. think I've had about 7 hours sleep, but the cat was miaowing...   no rest for the wicked!",1,301
one hour late-bad plumbers ,1,3
I really wish I was 100% better so I could be 100% awesome at work.  ,1,594
i better be allowed to go to sway sway baby concert or i'll seriously cry ,1,10885
"@Silverlines tadi di PIM udah sempet lirik2 mesra, tapi baru abis makan  definitely putting it in my agenda next time i go to PIM! ",1,460
"Marley and Me. I am crying like a kid, but a good movie. Have a good night people ",1,10545
i've lost my favourite mac lipgloss...i'm so upset about it....i never lose things ,1,628
Pretty sure everything electrical in my house is slowly dying on me  [Like I have enough money to replace all my stuff!!!],1,195
"Bed is *painfully* tempting right now, but if I take a nap I'll probably wake up at 4pm ",0,449
is frustrated that Rudd cant facilitate private enterprise investing in our broadband infrastructure..instead he needs to waste our money ,1,910
"@mercygrl oh wow, a little chubster.  You cant invite ppl to play uno on facebook at the moment ",1,354
"I want FFXII really bad, I never got a chance to play it. ",1,982
In the garage getting an estimate for the wheel damage on my car from Sunday's  little mishap - not looking good! ,1,222
Bah! Hairline fracture in the impellor hub  #titsuptuesday,1,244
Morning everyone. Bad dream woke me up ,1,1686
@meatrack no more sneaky late arvo surfs now man  i feel the late arvo glass off is now a distant memory of summer.,1,1760
can't sleep....i have to wake up in 4 hours ,1,134
@samdj1210 Unfortunately it didn't work. But thanks for the advice. I am bed ridden today ,1,1
Dear FBDimms please give me my 4GB of memory back.. I used to have 8  Running 90% full = crippled PC,1,6050
searching for a job in Berlin in summer time...don't speak german... ,1,56
Piccy coming soon  -off to watch 90210. God i wanna move to america soo baadd ,1,34
"Oh no, it's a Harrods day  now I really will be sick.",0,157
"@tombot18 Never mind, it didn't work anyway ",1,302
has been sick  and her back is veryyy bad. watching american history x. wanna watch american beauty though. buy it meeee.,0,2031
Entered a online poker tournement against 49 others... finished 18th ,1,82
isnt very happy with twitter at the moment.. wont let me upload my picture  wishing dougie or tom would reply to me..,1,132
"trying to extend reading the watchmen by not reading it at all, i dont want it to end ",1,442
@lucygooesy haha nice barbie backgroud! he still hasnt replied  lol,1,580
well it sunny outside..... but im stuck indoors far far away from a window  roll on dinner,0,75
@Rhinecruise09 You're absolutely right ,1,460
back to bed for me ,1,106
"i have failed you, martha. ",0,132
I don't want to be a grown up yet... ,1,1436
as usual ... cooking what I hate ,0,33
"incredibly, immensely indecisive ",1,403
so my wish didn't come true  go to hell carolina   ,0,1202
yay! 2am and not a bit tired. ,1,2351
@boagworld The profile picture makes a happy return! I think I need a new promo picture ,1,705
"@fairy06 OMG WTF! Sure, he talks NOW. I'm at school. I don't have a phone... ",1,1610
"@moony394 i'll miss him too, bb  the episode seemed unimportant after foreteen found kutner, so i stopped watching.",1,341
except for the fact JW stuff is out and it rocks... shame I'm skint! ,1,577
@taitaisanchez omg i know i am so sad ,1,436
Ternyata hanya gue yang make twitter ....  ,1,58
Being in pain as I have done my back in ,0,468
@hippychick3 clarkes shoes don't fir her - they don't go small enough for her feet - we have to go to specialist shoe shops ,1,860
"Off to work   ahhhh, such is life for the poor &amp; unknown... was thinking earlier how much loot that Miley Cyrus has at age 15 ...",0,683
Sitting @seb and waiting for hours. Bad customer service ,1,786
"Finally wrapped.  My body has literally broken down this evening.  In bed, return of super fever ",0,124
@Yuddylicious He hatez me. ,0,214
I really should be sleeping already but just can't seem to get to bed before the sun comes up. Progress on sorting out life is slow+hard. ,1,371
@jjprojects  maybe a broken mbp from eBay? One with a broken screen or something. Good luck.,1,1549
No O2 GPRS  Anyone else with issues?,1,275
@Ryuoky No sun here  and I was hoping to sit out on the balcony ,1,247
the maine- please out me to sleep! i have tests in the morning! ,1,404
WANTS TO BUY BIG BANG THEORY ON DVD!!  byeeee.x,1,32
Fucking boredom... Makes me wanna go have a smoke... ,1,362
@kimberley_ lol awww!  I want a cuddles now  you almost made my eyes  leak. love you too &lt;3,0,2404
Sleep for now then get up in 4 hours  then a very busy week aghhhhh,1,68
@phil_hellmuth So sad ,1,379
"My cousins can't stop playing Frozen Bubble Twisted &amp; Resco Bubble. Bye bye #N85, see you after a week or two ",1,317
Pure hurt my neck at the gym ,1,69
work time ,1,719
I'm not ready for school yet ,1,261
Today's plan: driving back to Vienna: spring cleaning in my flat ,0,110
@HippyDi that's sad ,1,710
"suck , when you know you haven't done anything wrong , but it feels like you have ",1,723
@dian_yach I would love to swim but don't know how  ,1,1500
"Mmmm, i want eatser show on the 14th; not 15th   this is bad for me  Maddie D:",1,539
"Today I'm really amazed (scared) by how many basic errors I find on e-commerce websites. Wrong error messages, no loading icons, etc. ",1,160
why won't twitter let me change my picture? ,1,109
"@ZoeAimee I'm trying to research some dude for my english assignment that is due tomorrow, and my internet keeps freezing and won't load ",1,2233
"just got up, pshhh going on the trampoline, even though I am all sore ",1,414
Homework ,1,70
@pmarnandus re: daily gossip.. well the twitter gossips are mostly from E! Online which I cannot access!! ,1,424
http://twitpic.com/2y7bg - This is Ashley from Kick's afternoon show. He's not impressed with the Twitter ,1,2594
@islandiva147 I sent u a tweet yesterday but I don't know why it didn't work  I guess you're sleeping right now I am working soon noon !!!,1,806
English revision class ,1,216
"Laptop died on me yesterday    Have to reinstall, but its the perfect time to try out Windows 7 (beta)",1,431
finalising annual report for 2008... Ugh ,1,46
2 hrs need to go by quick ,1,245
@shannanstedman haha i got to be up at 8  and sit through a 2 hr mass. umm like 2 ish ..is that alright? is that too late?,1,6007
has got to go into college today  in the holidays (((( !,1,216
"@DG8ball yeah? If you get spraying, I'm going to have to pay you to spray my M3 at some point. They dont to e46 M3's in white in europe, ",1,196
@NathnaelB I would love to be ill next week dude... but no pay ,1,322
@Vixens not so innocent after all ,1,1820
What happened to last night's twits? They've gone and run away! ,1,
@BenjaminReid Your internet still down?? :O ,1,13514
thinks she is going to be at this traffic light all night  haha,1,99
Edict just been announced. No social networking using the office system  OK Tweet this then evening chaps ,1,35
bored in tec ,1,490
@spitorswallow wish I could...but the seasons don't change 365 days of the year. ,1,47
#heyxboxlive Probably shouldn't mention any show with Drew Carey considering what he's done to Major Nelson ,1,147
Man im too fucked to be in work ,1,1030
still in the business plan meeting.. Too many back to back presentations ,0,818
Sitting outside doctor's surgery so it's my turn now  bah what a holiday !!!,1,224
@Donniesbabe well its pishing here  sun looks like it wants to break through hope it dows kids doing my head in !!!!!!,1,399
finally home... sooo tired.. ,1,51
omg breech again *sob*   ,1,38
whitout friends ,1,218
"is pisses off, legs ++ feet in loads of pain, running from a old man who tryed too trash our tent :O ",0,400
not going swimming ,1,199
@_Jaska Some things... they just never get old. http://tinyurl.com/holdisgiantcherry I miss Maya. ,1,2042
wants to go Shopping! ,1,189
"Making a short video, Windows movie maker has crashed for 20th time   but my middle name is perseverence :p , should finish the video soon",0,42
"@dougiemcfly @tommcfly good morning guys, how are you all? You know, it's frustrating, I never get a reply  ",1,93
@jardinjaponais *hugs* I hope your day gets better. Cell phone providers are made of suck ,1,910
"Rode river circuit, asthma hit hard :O Too wet to mow  Amazed or amused that W/pac cr limit raised, celebrated with Coles' shop, etc. ;)",1,499
"ss favourite youtube clip, lightning mcqueen singing &quot;barbie girl&quot;, has been taken down. ",1,46
"@big_blue_wolf Not yet, no. Doubt I'll get a chance to until tonight. Work's mental, thanks to BT cutting off 70,000 customers today ",1,50
Twitter was down when I went to bed last night.   But now it back and so am I!,1,238
"try to use skimmer by fallon for the first time... like the overwiev and style, would be cool ig you could browse the photos ",1,786
"@livinginfiction outdoors man..can't get to the gym this week, no time no time  dinner soon babe! early next week? or brunch sunday.",1,77
dramaa assignmenting is gay. too sick but i have to do it ,0,461
"@jetshun4 persons who read my twitter can't catch up for another week.  Can't talk about it here.  But yeah, saaaaad.  ",1,270
"@redtoffee Strawberry is the absolute best Angel Delight EVA!  I had chocolate once, but it was too sweet. ",1,10960
@marissamonotony why ,1,974
@re303 Congrats!!! Bella misses you ,1,2313
first cold night of the year ,1,531
"My friend Coco (Chris) had a party this weekend, and it seemed to have been awesome. FAIL. I wasnae there   ",0,160
hasnt done any work  oh well!,1,109
my msn hates my guts. i wanted to go out tonight ,0,260
My dog passed away in the night  full on gutted.,1,420
"Mum just called, now my sister is in hospital ",1,3551
still at work ,1,82
Still stuck with the Microsoft specialist... Won't this day ever end! ,0,350
Off to bed ... damn end of daylight savings - means my son will be awake at 5.30am ,1,931
a day of nothing...bliss!! miss my boy tho ,1,4367
Tonight's episode of #House incredibly sad.  And it has nothing to do with Meatloaf's usual bad acting.,1,9328
Why is it so hot today??  ,1,45
Playing PKR online poker and has a headache ,1,1417
"is pissed off, running from that old man who tried too trash our tent has left me with the battle wombs ",0,21
"@elanorelle Niceee... we ran out of filter coffee art work , not good  , forgot my bread to make toast bad start to the day",1,92
"@alessandrod: dude.. hope you guys are alright, except the home/car ",1,224
What a lousy day  ... buh...,1,245
@rakeman It was in the 80s F just last week! ,1,97
just violated the tuners rule.. dont buy non-performance parts. sorry.  ima buy the air filters next time..,1,120
@RoBaBaNks I can't sleep either ,1,50
i have the flu ,0,111
@theonewithkatie please! I need someone to go to IT with me. ,1,1020
"@CHRISDJMOYLES didnt get tickets  live in MK, gutted xx",1,285
@Deemaah but i offered to clean twice ,1,224
"@pinkiecharm sorry, you musta got a bit.. sick of my dance tweets.  Sorry to have you unfollow me ",0,803
Can't get past 43 in flight control  http://twitpic.com/2y7f2,1,243
"morning!! good mood, bad pain. lovely day for staying in bed again ",0,607
is a twitter loner!!! ,1,221
i can't breatheee... i hate being sick! ,0,77
It is snowing in Tennessee too!! ,1,1185
"@DreadKey I�m K.O'd ..  battered and bruised! ... my arm .. The tambourine..,  self conflicted pain! ",0,582
i have to wake up in 5 hours  laameeee,1,499
my interwebs is so fraked up that I can google maps something on my iPhone (3bar GPRS ..no 3G!) faster than my 10Mbps cable connection! ,1,149
"isn't feeling well, still don't get why people say they're pregnancy is the most beautifull time of they're life ",1,146
@sam_piroton hope so - I don't have an iPhone (@lauraoliver) ,1,142
what is this?? I feel  hotter.. I'm sicker than ever ,0,87
@xguccishoesx  Seems tony is away in Sheffield ,1,44
@moony394 *huggggs* i'm glad you're here to help me through this  he was my favourite character. the white house sucks for stealing him ,0,2551
tomorrow is another day....damn tomorrow is already today ,1,47
"Watching RealKidPoker (Daniel Negreanu) lose $160,000 in four hours real time via twitter. He's losing it ",1,73
Anticipating a slow empty boring summer ,1,481
is off to Italy today! No more Starcraft for a couple of weeks though ,1,828
Awake ..why can't I sleep..... Got to work @ 6AM -4hours ,1,185
@karen230683 more shopping!!! sounds like a terrible plan  hope you are not dragging your brother with you this time :p,0,876
@Dannymcfly haha! tell me about it!.. i dont get it either  x,1,36
"@jaredleto  i can't sleep i need to work on my speech about huka and youth, i hope i get the 10 full marks ",1,378
@janinesd no i'm poor. i am not an RN yet so i still have mobi!!! lol!!! ,1,418
My search decks on tweetdeck are not working since yesterday  - anyone else have this problem?,0,16100
"@SmashleyPants Awwwww    *virtual flowers, chocolates. hugs, and kisses* &lt;3",1,161
"im awake people , got nothing to do today  probably watch TV and get rid of all my programs on sky+ planner ( the joy NOT !!!! )",0,881
Out of stock on xbox 360 limied edition red Elite at the moment  . I must have one!   http://twitpic.com/2y7g0,1,2488
Morning all. Gave the cat his tablet this morning... What a mission that is! He knows what we're up to now and prepares for battle ,0,826
"@nicholasbraun aww no fair, you didn't check the pic i sent you ",1,279
@heidimontag we don't get to see season 5 of hills till may ,1,563
"Driving to my parents and chilling with them. Well the sun is shining, but I don't feel so well today ",1,22
"@DavidT2006 Virgin again today, I'm afraid as I'm pushed for time. Having said that, I was delayed 40 mins at Brum ",0,13
has the biggest headache  But a second job! Woo!,1,234
can't wait for bring me the horizonnn. too bad Curtis Ward is not in the band anymore ,1,317
"No, that's not him in the picture. I don't have any pics yet ",1,30095
"Working rite now, but have a MASSIVE Headache building, and feeling very sick.  .",1,147
@darkened_jade Yep.....WORK....started badly and has gone rapidly downhill!  Story of my life to be honest ,1,190
 have to work on homework tmrw...,1,1214
"@moony394 LOL ugh that's so ominous, i hope i don't have to cry over idol this week too. fox hates me ",0,203
@mistystilletto if it had happened to anyone else i would have peed myself laughing. I scraped my leg ,1,1736
@reldred yes #babypunch is totally addictive ,1,971
I'm yet thinking of earthquake in Abruzzo(Italy) ,1,218
think i need to start buying and using wrinkle cream ,1,253
"Oh man, I can't find a Tenori-On anywhere! What am I going to do?! ",1,42
It really annoys me when I'm on msn on my 360 late at night watching a DVD and I fall asleep inadvertently.  Damn it lukey ,1,59
finally home now... so hungry and now one is home ,1,299
Suppose I should start revision and stop putting this mornings session off. Tweet soon ,1,1620
"@britneyspears just read up about the film, looks good!! Although we over here are gonna have to wait for it to come out ",1,828
@GetSmart86 U watching Loser? I wanna cry for Sean ,1,826
wants someone to come back ,1,343
Wishing I hadnt skipped breakfast this morning...hungry! ,1,369
@jamsandwich i was sniffling for the first time this year at 5am today....crappy isn't it ,1,70
@jsparsons I am starting my prep. for the PMP exam tomorrow.  Can relate the feeling.,1,476
@Izzy_Artest Miss you too...  It's been too long! Come back!,1,58
"Was going to make a site updates twitter account but nahh, it won't work ",1,1169
gaaa i want some peace and quiet! hard to find wen living with 6 people living in a small 3 bedroom unit! ,1,1192
"Am gutted, checked weather report for the wrong day! No fishing for me today ",1,17392
@cadelofficial http://twitpic.com/2ved8 - I love mountains.. but i live in belgium.. ,1,322
looks like baby is going to be born in PI ,1,13
might go hiking in the big thicket in a couple weeks. what monsters are supposed to be in this area? chupacabra? i hope not ,1,317
Why are there kids shows on PBS right now? Its supposed to be Nature! ,1,267
I suck at French ,1,1402
"@Cynnergies Yep, I also seem to get a real slowdown most evening after around 6pm GMT ",1,105
all work and no play does not a happy Linda make  Can't wait for the holidays!,1,254
"Hates his pills, oh god why do they have to taste so fuckin horrible. 0,5 liter of coke to flush them down isnt even enough ",0,3408
"@rainarcher can only fit 4 people max and its full  otherwise, you know, it would be yours .. sowwi!",1,2866
@masterballerina haha but then u'd have 2 go to cambeltown.  omg i can't even draw well in inkart.,1,986
I always get insomnia at the most inopportune times. ,1,60
you've all failed me ,0,319
i can't enjoy the weather ,1,248
I am officially alone on my Twitter ,1,190
ive been awake for so long it feels about 6pm   meh ,1,1017
@StevenGhysel That seems to be a problem with Twitter's timestamps. Not much we can do about it ,0,3178
"Well, this day... I would like to go out in the sun instead of sitting here looking at Excel... ",1,394
When I get mine I�m going to do a tour of Copenhagen with it �;) Hmmph I can't top that  .. must get thinking .. http://tinyurl.com/c2trgj,1,224
"Just finished watching the new Heroes episode....God, I can't wait for next weeks episode  Heroes FTW",1,261
Work is dragging... Pretty tired only got about 2 and a half hours sleep ,1,555
"Urg,colds suck ",1,98
Fta: anyone heard about this? wondering if anyone is carrying VOOM anymore or are they pretty much dead?  http://tinyurl.com/ca6z8j,0,256
Is happy because I annihilated a baby huntsman in my kitchen with the cooking pan..however this means a MAMA one may be in hiding  FUCK!!!,1,113
"About to go looking for shoes for my brother, looking forward to Torquay in April. Not as sunny as yesterday here ",1,11043
"just woke up, late, again! I was supposed to wake up at 6am cause there are lots of things to do... late homework mostly. ",1,19
"is boarding EK348 - as usual, no upgrade from EK Colombo ",1,183
missed some good oppertunities... ,1,266
@moony394 it must be because i slash their characters  sighhh gonna go sleep and dream happy things about kutner,1,589
"Babies a bit sick  poor honey. Having a relaxing day otherwise in Israel, enjoying all the fam.",0,202
Best birthday ever. Untill the house sold. ,1,78
Nothings worse than planning on going to the mall with no money  Damn Unheavens Dunks,0,772
Does Not Want co-worker's various lurgies ,1,311
"@JamboTheJourno I am indeed, the one with my RLC interview in. Good stuff, thought I'd finally found something no-one else had ",1,871
"linkedin is being really mongy for me tonight... in fact it has just sat spinning, doing nothing a few times recently ",1,672
Working too  Need a break too!!!!,1,46
"What A Mistake Buying That Dress, I Dont Even Want To Go To Grad Anymore ",1,75
"is back in Byron Bay @cafe Fresh, missing all my Melbourne friends ",1,1154
@Muzzzza ur as bad as @KateEdwards ,1,436
@tombot18 Oh dear. That means I won't be driven away to do something more productive ,1,1585
"bugger, the spray paint just showed up, i spose that means no riding and doing work for me now    sad day!",0,674
"got up, an hou ago, now lerning again. really boring stuff ",1,404
@leepeesa Story of my life-stop looking and icaisfrank comes again ... What is this I read about a vet visit???  Memories/photos may help?,1,196
"@lwmedium It is, apparently the Chinese government put pressure on The SA one not to let him in. Whole Peace conference was canceled ",0,10
Nothin like throwin up on your customers front door ,1,229
@J_xox Laterr hunn!! Arghh hope i dont miss any tweets lol..Gunna be at my nans later!! Nooo  byeeee x x x,1,769
"@xissyx we can't go to robina, all the shops will be closed because its good friday ",1,241
"@acummings I've got return tickets booked for this weekend  If the exchange rate wasn't so bad I'd go, but don't mind missing it really.",1,91
Laying in bed and contemplating the meaning of life with a half empty glass that is leaking on the bottom. ,0,584
Something's wrong. I keep getting some error graphic instead of the music player when i go to a musician's myspace page now. ,1,858
Not good.....Munchkinster is not feeling well ,1,1951
@carobode i'm starting to have an headache too.. Am @ school &amp; i'm so sleepy  got work 2 do this AM?,1,1253
"@holmpat Morning Pat!  Another one in sunny  spain?  Except its not sunny here today, cloudy and raining. ",0,110
The Mighty Tap are doing a one-date world tour but I will have a newborn  http://news.bbc.co.uk/1/hi/entertainment/7985487.stm,1,214
ahhh!! my webcam is messed up and won't turn on! ,1,56
@fragilemuse the book is awesome. there are some other great works in there too. couldn't afford to buy it today tho ,1,78
@andrewwright yeah that's what I was thinking. Would love to get your feedback on my creative. Will DM you when dentist has finished ,1,1519
"Big, capacious wooden kitchen island 120x240 metric - thought I was buying it but we're not  Photos &amp;c on request if you're interested.",1,386
i just grew another chin ,1,49
I'm in a confused state whether to implement a tab interface in the application currently i'm working in. ,1,654
"My sister's kitty Eva had three baby-kittens yesterday, but something is wrong with her and needs to go to the vet ",1,211
@captainjohnhart Most people don't realise how much they'd miss it if they couldn't do it any more ,1,262
"@_GERM damn it, it's so true  i need help!",1,4698
needs a ride to work  im not liking the pospect of the 84 bus!,1,315
drinking milk+being on youtube+lonely  || Emiliiee?!,1,478
"@FadyAnwar its sad cause that was the last GSM company owned by Egyptians, also Orascom was inforced to sell its share to FC ",1,28726
read a word he didn't know and felt his brain preparing to go for the 5-way controller before remembering that real books don't have them ,1,25
Its bad that we cant buy it here ,1,52
"these days i don't feel like twittering,  don't know why...",1,304
Man I want some Nike Air Yeezy's but as i don't live in states have no chance in hell  Ahh well spend the $200 on 2 pairs of sb's instead!,0,149
Frankfurt three times but I dont understand it ,1,1
Three days since my last tweet and no concern? I could have been dead peeps! The reality is I forgot my password ,0,298
"@cocoy A person who's genuinely interested in English, Filipino, programming, and teaching should make that paper. Oh wait, that's me. ",1,27
"@jonpaulkaiser I'm probably worse than you lol so sorry, these photos are seriously long overdue  last time I buy a Sony cam: rubbish!",1,249
@Deemaah but I thought I did  Not my fault that you dont pay attention to my genitals!,1,1011
@overheardatmoo Wish I could have participated this time ,1,2508
Oh i received an answer for a ticket that is 6!!!!!! month old. This is really really  fast  #cob #ticket,1,16
I just found out I was unsuccessful in applying for the Hampshire Probation job  #fb,1,300
"@Claire_S Will you be videoing or streaming or podcasting, Tweeting or anything else? Can't make it unfortunately. ",1,46
has got work again today ,1,175
@ollyog Well not far from the station by the looks of it just head there ;) I'm actually jealous would love to be in Belgium right now ,1,308
Insomnia kickin in  I hate this!!!,0,227
@Laura6476 no im not     we are gunna go this hols though.   i really want to see him ,1,582
dropped one of the earbuds of my sennheiser in my tea  i really hope its gonna work again :'(,1,3291
"Ugh coffee please! Being at work at 6.45 is not good for my brain, it is now officialy melting ",1,129
"@ambermatson It's terrible isn't it. Don't expect many earthquakes in Euruope, certainly not bad ones ",1,127
@binncheol  you should listen to some music by this dude called andy hull and afew other blokes. I even hear they're playing ldn tomorrow!,1,236
No snoo-snoo for you ,1,3409
the computers might be operational but there still isn't much to do ,1,26
"I think the WiFi on my iPhone is broken. It will &quot;connect&quot;, but when I actually have to use it that's another story... ",1,299
@lejeff oh pants! I'm hanging out with the old folks back  in England   Defo b up 4 1 when I get back. tho ,1,98
Watching death race....found out sandra cantu is dead ,0,13828
pizza night and i feel too sick ,0,342
is playing basketball today? lol. i wanna go to the pub ,1,215
"@FrumiousMe T'was the antibiotics for root canal.  Will take Polaramine tonight for hives, other symptoms have gone now thank goodness.",0,1187
is not impressed with the rain- I wanted to go market shopping  bleh.,1,1030
@choadmalma i wish i could link things as good as you ,1,638
yep...it's been 6 weeks  A lady at our church is watching her.,1,361
"@darraghdoyle ah pox, say it isn't so ",0,7
it's raining outside. looks like snow but it's raining ,1,314
@mousenator cry? ,1,1894
@andy_cyrus im still awake too lol cant sleep  glad your up tho (:,1,1509
@kellymreynolds yep...it's been 6 weeks  A lady at our church is watching her.,1,244
"@JasonVonBerg I've advertised on our blog, through career sites and used agencies... not sure how else I can go about it.... ",1,121
@iamnipper last week  they've got the bike minus a saddle,1,2571
@justagirl79 That's great about your license! Wish you'd got the rest of it back. ,1,48
pissed coz a friend is to busy to see me2day ,1,170
coffee @33 is turning into Starbucks (feral children-wise) ,1,155
"@achmadsirman yeah i am, infact the spray paint is for the mutt, i got real delayed with some problems so not finished either yet ",0,605
At my mama ji's place.. everybody keeps giving me new options to study or work now. i get more confused with each passing day.. ,1,4337
@axon those got cancelled  Now everybody else is rattling my brains &amp; makin me cuss something terrible!!,0,2970
tiredd  nothing to do today ,1,322
@gvenk Thanks! @AlexanderNL Sorry ,1,285
Mew  Today is a prescribed opiate day me thinks - grr ,1,88
@ladybug27 Damn! I missed out? Why didn't you invite me? ,1,345
@RellyAB will likely be unable to attend - crying all the way home ,1,80
@spanx except I missed last weeks S.Lee and now it's gone from iPlayer ,1,2049
@jamrock where did Top Cat go? ,1,912
has got a cold coming  how shite!!,1,1035
@kev_nz LOL better let aboy021 know if he's doing the deploy before his 9:30 bedtime. Hope you are feeling better. Being sick sux ,0,435
not able to sleep.  ,1,1053
"That was it folks, spring's gone and winter is back...it's snowing outside ",1,564
pissed coz a friend is too busy to see me2day ,1,772
@Bradqb13 I know the feeling man. Just lay low for a while. Some people are just like that ... ,1,222
"weather cloudy again, everyday same time rainy  ",0,188
is revising ,1,372
@catvix I am? News to me. And sorry to hear about the job ,1,17
"Red Jaguars, Blue Barracudas, Green Monkeys, Orange Iguanas, Purple Parrots and Silver Snakes... remember Legends of the Hiddent Temple? ",1,238
"@hairpins haha well what makes you think you don't use big words too? SADISTIC! :p what did i say any way? and no i don't, sorry babe ",1,87
"@Frumph I'd hug you, too!  Poor Frumph.....  ",1,138
Andre Riue on neighbours..what has the world come to...internets down  lol,1,2734
"Looks like rain today, bet it buckets down as soon as I step outside front door, always the way !!!!, downhill all the way from today ",1,108
@renee_66 okie dokie! do you wanna ask ash and tegan and yasmin? i asked nicole but she said she cant ,1,6146
Coughing up a lung - again !  I've had this on and off since Xmas ,1,879
ive got a poorly tongue after i burnt it on my Chilli last night  Had a lovely day yday to.. thanks guys!,0,295
Im up guys  lloll,1,102
@odo_snape_maven owwie!  the dictation software won't pick up whispering eh? i know Meleney has it but dunno how good sound pickup is.,1,147
@lauraEchilds fine I wont make it up to you  check your dm?,1,422
quite sick going to doctor now ,0,3656
bad day ,1,553
Taking the rents to the airport...not excited about being up this early.Have to go to work at 8. ,0,259
"just poked herself in the eye the mascara  but i love mascara, its a god sent",1,2219
"@MichAtagana Shame, what's wrong? ",1,237
I've just got my streetcar essay back from Jerry and its still no good... ah man this is gonna be a bad day ,1,128
Tonights episode of house was sad  I can't believe he left the show! I can't stay awake anymore I'm mad tired. Had a long day. Sleep time!,1,466
"It's 5:23 and I've been sitting around barely watching I'm Not There. I really wanted to see that movie, but I keep getting distracted. ",1,2
"Last day at home today  Catching the train at 10am tomorrow. Has been a nice break! But now I need some breakfast, a shower and a shave!",1,139
"has a poorly cat at home, i want to be their to hold her fur back and pass her tissues ",1,1944
"@chester_see Yes, I often take the risk of running down the DLR steps but today I just missed that last step and twisted my ankle. ",1,189
Why does it take so long to go through one lecture which only took 52 mins to give?! and it's sunny outside. Someone is mocking me ,1,416
Another assignment to be done! an dinner with dad tomoz! ,1,1723
@JenMcJ will check it out. Just want a couple to read while away. New one at Liquid Silver. Just some GOOD reads-read some rubbish lately ,1,66
Working  but looking 4ward 2 thailand and this weeks bank holiday weekend!,1,944
Ewww cookies and cola dont mix well together...My tummy hurts now ,1,236
@childrensjewell so damn annoying when that happens isn't it??  Hope she doesn't copy your work ,1,3943
Eminem We Made You is GAWBAGE[/Rosci] !  Imma cop Asher Roth's album instead fuck em on his &quot;ass like that &quot; flow,1,131
Beeen Awake for awile.. Sick ,0,15
"@mokshjuneja yesh it's a bank holiday but everyone else is working. trains, traffic, everything screwed as usual ",1,192
bleh. i strongly dislike working at 5:45am everyday.  ,1,376
Headache. Still a little sleepy! I miss ma babyy soo damn much right noww  WAKEE UPP!,1,667
Flight of the Conchords album has *vanished* from Spotify  What gives @spotify_com ?,1,218
@LeahEarnshaw awww I'm sorry ,1,1334
Spring is finally here! Cherry Blossoms galore! Such a shame they are so temporary ,1,77
head got bashed by a door today. ,1,273
@MilkyMooMoo yuk! end of year accounts   I need to make a start of mine too!,1,369
This is amazing. But I can only get 41 words per minute  http://play.typeracer.com/,1,318
"@flowersophy I slept so much when I was a little girl! I just started to not sleep as well, when I turned 20 ",1,352
why do friends feast while you are on fast ,1,276
Bored of Sims for today  Still thinking of a name for me and Lukes youtube account to post our awesome new vid on  ideas people!!,1,4794
i want to be trendy ,1,3
tierd  whats pt swagger mean.. i love the sound of it,1,2567
feels like i have neglected twilight im sorry  lol,1,266
"@Katestar Oh yes, extremely fun when whoever you talk to actually doesn't want to talk to you... I'm so lonely ",1,416
"Added the DNS system, compatibility is okay and am looking forward to the possibilities now open. But I need to rework the intro sequence ",1,70
No cold water tap in our bathroom  I miss my cold water,1,5
Another shoe throwing incident! journalist jarnail singh threw a shoe at Home minister chidambaram!! bt missed target ,0,1325
Broke my tooth yesterday  it feels like it's spilt in half.,1,49
@Wonginator i wish i was on spring break... ,1,275
@theresaxo I still can't believe you have to move. I will be over after work to help paint. aww RIP your walllllll ,0,413
@justanotherjerk I wanna c &quot;No Doubt&quot; soooo bad!!! ,1,213
Aw - Snapcase arent getting back together... I must have dreamt it    ,1,286
